,prompts,outputs_tags,tags,values
3617,¿Cual es  el calibre del codigo 22023?,calibre,codigo,22023
3618,¿Cual es  el stock del codigo 19337?,stock,codigo,19337
3619,¿Cual es  el calibre del codigo 22587?,calibre,codigo,22587
3620,¿Cual es  el calibre del codigo 22608?,calibre,codigo,22608
3621,¿Cuáles son el negocio del codigo 23946?,negocio,codigo,23946
3622,¿Cual es la marca del codigo 17361?,marca,codigo,17361
3623,¿Cual es  el stock del codigo 15237?,stock,codigo,15237
3624,¿Cuáles son el negocio del codigo 21558?,negocio,codigo,21558
3625,¿Cual es el negocio de la marca red bull?,negocio,marca,red bull
3626,¿Cual es la marca del codigo 8100?,marca,codigo,8100
3627,¿Cuáles son el negocio del codigo 15591?,negocio,codigo,15591
3628,¿Cuáles son el negocio del codigo 21454?,negocio,codigo,21454
3629,¿Cual es  el stock del codigo 16317?,stock,codigo,16317
3630,¿Cual es la marca del codigo 19569?,marca,codigo,19569
3631,¿Cuáles son el negocio del codigo 937?,negocio,codigo,937
3632,¿Cual es  el calibre del codigo 2121?,calibre,codigo,2121
3633,¿Cuáles son  los stocks del negocio NIB?,stock,negocio,NIB
3634,¿Cual es  el calibre del codigo 17360?,calibre,codigo,17360
3635,¿Cual es  el calibre del codigo 22440?,calibre,codigo,22440
3636,¿Cual es la marca del codigo 5322?,marca,codigo,5322
3637,¿Cual es  el stock del codigo 25135?,stock,codigo,25135
3638,¿Cual es la marca del codigo 13503?,marca,codigo,13503
3639,¿Cual es  el calibre del codigo 14939?,calibre,codigo,14939
3640,¿Cual es  el stock del codigo 22256?,stock,codigo,22256
3641,¿Cuáles son el negocio del codigo 76342?,negocio,codigo,76342
3642,¿Cuáles son el negocio del codigo 1410?,negocio,codigo,1410
3643,¿Cuáles son el negocio del codigo 22619?,negocio,codigo,22619
3644,¿Cuáles son el negocio del codigo 11461?,negocio,codigo,11461
3645,¿Cual es  el stock del codigo 1648?,stock,codigo,1648
3646,¿Cual es la marca del codigo 18373?,marca,codigo,18373
3647,¿Cual es el negocio de la marca andes origen rubia?,negocio,marca,andes origen rubia
3648,¿Cual es  el stock del codigo 7176?,stock,codigo,7176
3649,¿Cual es la marca del codigo 1462?,marca,codigo,1462
3650,¿Cuáles son el negocio del codigo 7014?,negocio,codigo,7014
3651,¿Cual es la marca del codigo 12200?,marca,codigo,12200
3652,¿Cual es  el stock del codigo 7484?,stock,codigo,7484
3653,¿Cuáles son el negocio del codigo 14934?,negocio,codigo,14934
3654,¿Cual es  el stock del codigo 10797?,stock,codigo,10797
3655,¿Cual es  el calibre del codigo 11835?,calibre,codigo,11835
3656,¿Cual es  el stock del codigo 19341?,stock,codigo,19341
3657,¿Cual es  el stock del codigo 22321?,stock,codigo,22321
3658,¿Cual es la marca del codigo 7478?,marca,codigo,7478
3659,¿Cual es  el stock del codigo 6886?,stock,codigo,6886
3660,¿Cuáles son el negocio del codigo 20358?,negocio,codigo,20358
3661,¿Cuáles son el negocio del codigo 20635?,negocio,codigo,20635
3662,¿Cual es la marca del codigo 24248?,marca,codigo,24248
3663,¿Cual es  el stock del codigo 16767?,stock,codigo,16767
3664,¿Cual es la marca del codigo 22336?,marca,codigo,22336
3665,¿Cuáles son el negocio del codigo 14515?,negocio,codigo,14515
3666,¿Cuáles son  los stocks del calibre 20 l barril?,stock,calibre,20 l barril
3667,¿Cuáles son  los calibres de la marca h2oh?,calibre,marca,h2oh
3668,¿Cuáles son el negocio del codigo 2556?,negocio,codigo,2556
3669,¿Cual es  el stock del codigo 62112?,stock,codigo,62112
3670,¿Cuáles son el negocio del codigo 7177?,negocio,codigo,7177
3671,¿Cual es  el calibre del codigo 20746?,calibre,codigo,20746
3672,¿Cual es la marca del codigo 11740?,marca,codigo,11740
3673,¿Cuáles son  los calibres de la marca awafrut?,calibre,marca,awafrut
3674,¿Cuáles son el negocio del codigo 16668?,negocio,codigo,16668
3675,¿Cual es  el calibre del codigo 17093?,calibre,codigo,17093
3676,¿Cual es  el calibre del codigo 2852?,calibre,codigo,2852
3677,¿Cual es la marca del codigo 22993?,marca,codigo,22993
3678,¿Cuáles son el negocio del codigo 15171?,negocio,codigo,15171
3679,¿Cuáles son el negocio del codigo 352?,negocio,codigo,352
3680,¿Cual es la marca del codigo 20812?,marca,codigo,20812
3681,¿Cual es la marca del codigo 22437?,marca,codigo,22437
3682,¿Cuáles son el negocio del codigo 13503?,negocio,codigo,13503
3683,¿Cuáles son el negocio del codigo 1370?,negocio,codigo,1370
3684,¿Cual es  el calibre del codigo 1439?,calibre,codigo,1439
3685,¿Cuáles son el negocio del codigo 8082?,negocio,codigo,8082
3686,¿Cuáles son el negocio del codigo 20446?,negocio,codigo,20446
3687,¿Cuáles son las marcas del negocio Agua?,marca,negocio,Agua
3688,¿Cual es  el calibre del codigo 20672?,calibre,codigo,20672
3689,¿Cual es  el stock del codigo 1400?,stock,codigo,1400
3690,¿Cual es  el stock del codigo 19112?,stock,codigo,19112
3691,¿Cuáles son  los stocks de la marca eco de los andes?,stock,marca,eco de los andes
3692,¿Cual es  el stock del codigo 24531?,stock,codigo,24531
3693,¿Cual es la marca del codigo 21266?,marca,codigo,21266
3694,¿Cual es  el stock del codigo 13630?,stock,codigo,13630
3695,¿Cual es  el stock del codigo 872?,stock,codigo,872
3696,¿Cual es  el calibre del codigo 22319?,calibre,codigo,22319
3697,¿Cuáles son el negocio del codigo 19189?,negocio,codigo,19189
3698,¿Cual es  el stock del codigo 22161?,stock,codigo,22161
3699,¿Cual es  el stock del codigo 7235?,stock,codigo,7235
3700,¿Cual es la marca del codigo 22320?,marca,codigo,22320
3701,¿Cual es el negocio de la marca temple honey?,negocio,marca,temple honey
3702,¿Cual es la marca del codigo 8085?,marca,codigo,8085
3703,¿Cuáles son el negocio del codigo 22457?,negocio,codigo,22457
3704,¿Cual es la marca del codigo 22476?,marca,codigo,22476
3705,¿Cuáles son el negocio del codigo 19857?,negocio,codigo,19857
3706,¿Cual es  el stock del codigo 14195?,stock,codigo,14195
3707,¿Cuáles son el negocio del codigo 19534?,negocio,codigo,19534
3708,¿Cual es  el stock del codigo 18568?,stock,codigo,18568
3709,¿Cual es la marca del codigo 14938?,marca,codigo,14938
3710,¿Cual es  el stock del codigo 20404?,stock,codigo,20404
3711,¿Cual es  el calibre del codigo 23903?,calibre,codigo,23903
3712,¿Cuáles son  los stocks del calibre 340?,stock,calibre,340
3713,¿Cual es la marca del codigo 6582?,marca,codigo,6582
3714,¿Cual es  el calibre del codigo 22056?,calibre,codigo,22056
3715,¿Cual es la marca del codigo 14195?,marca,codigo,14195
3716,¿Cual es  el calibre del codigo 22134?,calibre,codigo,22134
3717,¿Cual es la marca del codigo 18560?,marca,codigo,18560
3718,¿Cual es la marca del codigo 19254?,marca,codigo,19254
3719,¿Cual es  el calibre del codigo 1426?,calibre,codigo,1426
3720,¿Cual es  el stock del codigo 22442?,stock,codigo,22442
3721,¿Cuáles son el negocio del codigo 22134?,negocio,codigo,22134
3722,¿Cual es  el calibre del codigo 23264?,calibre,codigo,23264
3723,¿Cuáles son  los codigos de la marca glaciar?,codigo,marca,glaciar
3724,¿Cual es  el calibre del codigo 5294?,calibre,codigo,5294
3725,¿Cuáles son  los codigos del negocio Vino?,codigo,negocio,Vino
3726,¿Cual es  el stock del codigo 2438?,stock,codigo,2438
3727,¿Cual es el negocio de la marca quilmes 0.0%?,negocio,marca,quilmes 0.0%
3728,¿Cuáles son  los stocks de la marca capriccio?,stock,marca,capriccio
3729,¿Cual es la marca del codigo 23424?,marca,codigo,23424
3730,¿Cuáles son  los calibres de la marca quilmes 0.0%?,calibre,marca,quilmes 0.0%
3731,¿Cuáles son el negocio del codigo 11744?,negocio,codigo,11744
3732,¿Cuáles son el negocio del codigo 24119?,negocio,codigo,24119
3733,¿Cual es  el stock del codigo 24289?,stock,codigo,24289
3734,¿Cuáles son el negocio del codigo 50?,negocio,codigo,50
3735,¿Cual es  el stock del codigo 22467?,stock,codigo,22467
3736,¿Cual es  el calibre del codigo 820?,calibre,codigo,820
3737,¿Cual es  el stock del codigo 2117?,stock,codigo,2117
3738,¿Cuáles son las marcas del calibre 20 l barril?,marca,calibre,20 l barril
3739,¿Cual es la marca del codigo 24168?,marca,codigo,24168
3740,¿Cuáles son  los codigos de la marca patagonia abrazo oso?,codigo,marca,patagonia abrazo oso
3741,¿Cuáles son el negocio del codigo 10544?,negocio,codigo,10544
3742,¿Cual es  el stock del codigo 14100?,stock,codigo,14100
3743,¿Cual es  el calibre del codigo 816?,calibre,codigo,816
3744,¿Cual es  el stock del codigo 12161?,stock,codigo,12161
3745,¿Cuáles son el negocio del codigo 22468?,negocio,codigo,22468
3746,¿Cual es  el stock del codigo 19109?,stock,codigo,19109
3747,¿Cual es  el stock del codigo 1425?,stock,codigo,1425
3748,¿Cuáles son el negocio del codigo 61678?,negocio,codigo,61678
3749,¿Cual es  el calibre del codigo 5954?,calibre,codigo,5954
3750,¿Cual es  el calibre del codigo 13059?,calibre,codigo,13059
3751,¿Cual es la marca del codigo 7149?,marca,codigo,7149
3752,¿Cual es  el calibre del codigo 7615?,calibre,codigo,7615
3753,¿Cual es la marca del codigo 20358?,marca,codigo,20358
3754,¿Cual es la marca del codigo 17483?,marca,codigo,17483
3755,¿Cual es la marca del codigo 7490?,marca,codigo,7490
3756,¿Cual es  el stock del codigo 20745?,stock,codigo,20745
3757,¿Cual es  el calibre del codigo 18746?,calibre,codigo,18746
3758,¿Cuáles son el negocio del codigo 1982?,negocio,codigo,1982
3759,¿Cuáles son el negocio del calibre 269?,negocio,calibre,269
3760,¿Cual es  el stock del codigo 24359?,stock,codigo,24359
3761,¿Cuáles son el negocio del codigo 19366?,negocio,codigo,19366
3762,¿Cual es la marca del codigo 14100?,marca,codigo,14100
3763,¿Cual es  el calibre del codigo 11419?,calibre,codigo,11419
3764,¿Cuáles son el negocio del codigo 14188?,negocio,codigo,14188
3765,¿Cual es la marca del codigo 23316?,marca,codigo,23316
3766,¿Cuáles son  los codigos de la marca corona?,codigo,marca,corona
3767,¿Cual es la marca del codigo 22972?,marca,codigo,22972
3768,¿Cual es la marca del codigo 12721?,marca,codigo,12721
3769,¿Cual es  el stock del codigo 13?,stock,codigo,13
3770,¿Cuáles son el negocio del calibre 1000?,negocio,calibre,1000
3771,¿Cuáles son  los codigos del calibre 354?,codigo,calibre,354
3772,¿Cual es  el stock del codigo 1423?,stock,codigo,1423
3773,¿Cual es  el stock del codigo 22617?,stock,codigo,22617
3774,¿Cual es la marca del codigo 19398?,marca,codigo,19398
3775,¿Cuáles son el negocio del codigo 5406?,negocio,codigo,5406
3776,¿Cuáles son el negocio del calibre 10 l?,negocio,calibre,10 l
3777,¿Cual es  el stock del codigo 473?,stock,codigo,473
3778,¿Cual es  el stock del codigo 10711?,stock,codigo,10711
3779,¿Cuáles son el negocio del codigo 734?,negocio,codigo,734
3780,¿Cual es  el calibre del codigo 20635?,calibre,codigo,20635
3781,¿Cual es la marca del codigo 7028?,marca,codigo,7028
3782,¿Cual es  el stock del codigo 6885?,stock,codigo,6885
3783,¿Cual es la marca del codigo 24118?,marca,codigo,24118
3784,¿Cual es la marca del codigo 2436?,marca,codigo,2436
3785,¿Cuáles son las marcas del calibre 269?,marca,calibre,269
3786,¿Cual es la marca del codigo 19341?,marca,codigo,19341
3787,¿Cual es  el calibre del codigo 20996?,calibre,codigo,20996
3788,¿Cual es  el calibre del codigo 19661?,calibre,codigo,19661
3789,¿Cual es la marca del codigo 17932?,marca,codigo,17932
3790,¿Cuáles son el negocio del codigo 7031?,negocio,codigo,7031
3791,¿Cuáles son el negocio del codigo 1487?,negocio,codigo,1487
3792,¿Cual es la marca del codigo 14640?,marca,codigo,14640
3793,¿Cuáles son  los stocks del calibre 6.3 bidon?,stock,calibre,6.3 bidon
3794,¿Cual es  el calibre del codigo 16398?,calibre,codigo,16398
3795,¿Cual es  el calibre del codigo 14446?,calibre,codigo,14446
3796,¿Cual es la marca del codigo 21699?,marca,codigo,21699
3797,¿Cual es  el calibre del codigo 2057?,calibre,codigo,2057
3798,¿Cual es  el stock del codigo 17991?,stock,codigo,17991
3799,¿Cual es  el calibre del codigo 16400?,calibre,codigo,16400
3800,¿Cual es la marca del codigo 6885?,marca,codigo,6885
3801,¿Cuáles son el negocio del codigo 16401?,negocio,codigo,16401
3802,¿Cual es  el calibre del codigo 14995?,calibre,codigo,14995
3803,¿Cual es  el calibre del codigo 10562?,calibre,codigo,10562
3804,¿Cual es  el calibre del codigo 14103?,calibre,codigo,14103
3805,¿Cual es  el calibre del codigo 19026?,calibre,codigo,19026
3806,¿Cuáles son el negocio del codigo 14101?,negocio,codigo,14101
3807,¿Cual es  el calibre del codigo 22525?,calibre,codigo,22525
3808,¿Cual es  el stock del codigo 5512?,stock,codigo,5512
3809,¿Cual es  el calibre del codigo 16752?,calibre,codigo,16752
3810,¿Cuáles son el negocio del codigo 19532?,negocio,codigo,19532
3811,¿Cual es  el stock del codigo 22337?,stock,codigo,22337
3812,¿Cual es  el stock del codigo 16666?,stock,codigo,16666
3813,¿Cual es la marca del codigo 23902?,marca,codigo,23902
3814,¿Cuáles son el negocio del codigo 21849?,negocio,codigo,21849
3815,¿Cual es  el calibre del codigo 22504?,calibre,codigo,22504
3816,¿Cual es  el calibre del codigo 838?,calibre,codigo,838
3817,¿Cuáles son el negocio del codigo 20746?,negocio,codigo,20746
3818,¿Cuáles son  los calibres de la marca glaciar plus?,calibre,marca,glaciar plus
3819,¿Cual es  el calibre del codigo 10703?,calibre,codigo,10703
3820,¿Cuáles son el negocio del codigo 7006?,negocio,codigo,7006
3821,¿Cual es la marca del codigo 12195?,marca,codigo,12195
3822,¿Cuáles son  los stocks del calibre 250?,stock,calibre,250
3823,¿Cual es  el calibre del codigo 1400?,calibre,codigo,1400
3824,¿Cual es  el calibre del codigo 7466?,calibre,codigo,7466
3825,¿Cual es  el stock del codigo 1190?,stock,codigo,1190
3826,¿Cuáles son  los stocks de la marca tropicana?,stock,marca,tropicana
3827,¿Cuáles son el negocio del codigo 22476?,negocio,codigo,22476
3828,¿Cual es  el calibre del codigo 666?,calibre,codigo,666
3829,¿Cual es la marca del codigo 811?,marca,codigo,811
3830,¿Cuáles son  los codigos de la marca dante robino?,codigo,marca,dante robino
3831,¿Cuáles son el negocio del codigo 7468?,negocio,codigo,7468
3832,¿Cual es  el calibre del codigo 10580?,calibre,codigo,10580
3833,¿Cual es la marca del codigo 22649?,marca,codigo,22649
3834,¿Cual es  el stock del codigo 7698?,stock,codigo,7698
3835,¿Cuáles son el negocio del codigo 18438?,negocio,codigo,18438
3836,¿Cual es la marca del codigo 22017?,marca,codigo,22017
3837,¿Cual es  el stock del codigo 20994?,stock,codigo,20994
3838,¿Cuáles son  los codigos del negocio CORE +?,codigo,negocio,CORE +
3839,¿Cual es  el stock del codigo 7465?,stock,codigo,7465
3840,¿Cuáles son el negocio del codigo 22017?,negocio,codigo,22017
3841,¿Cual es  el calibre del codigo 6884?,calibre,codigo,6884
3842,¿Cual es el negocio de la marca gatorade?,negocio,marca,gatorade
3843,¿Cual es la marca del codigo 24145?,marca,codigo,24145
3844,¿Cuáles son el negocio del codigo 24252?,negocio,codigo,24252
3845,¿Cuáles son  los calibres de la marca rockstar?,calibre,marca,rockstar
3846,¿Cual es  el calibre del codigo 8095?,calibre,codigo,8095
3847,¿Cual es la marca del codigo 20443?,marca,codigo,20443
3848,¿Cual es  el calibre del codigo 701?,calibre,codigo,701
3849,¿Cuáles son el negocio del codigo 1475?,negocio,codigo,1475
3850,¿Cuáles son  los stocks de la marca andes origen ipa?,stock,marca,andes origen ipa
3851,¿Cual es la marca del codigo 744?,marca,codigo,744
3852,¿Cual es la marca del codigo 8?,marca,codigo,8
3853,¿Cual es la marca del codigo 17081?,marca,codigo,17081
3854,¿Cual es  el calibre del codigo 10566?,calibre,codigo,10566
3855,¿Cual es la marca del codigo 7161?,marca,codigo,7161
3856,¿Cual es  el stock del codigo 14744?,stock,codigo,14744
3857,¿Cual es  el calibre del codigo 12201?,calibre,codigo,12201
3858,¿Cual es la marca del codigo 7115?,marca,codigo,7115
3859,¿Cual es la marca del codigo 1561?,marca,codigo,1561
3860,¿Cuáles son el negocio del codigo 21972?,negocio,codigo,21972
3861,¿Cual es  el stock del codigo 22692?,stock,codigo,22692
3862,¿Cual es  el stock del codigo 20634?,stock,codigo,20634
3863,¿Cuáles son el negocio del codigo 22490?,negocio,codigo,22490
3864,¿Cuáles son el negocio del codigo 22391?,negocio,codigo,22391
3865,¿Cuáles son el negocio del codigo 11419?,negocio,codigo,11419
3866,¿Cuáles son el negocio del codigo 22292?,negocio,codigo,22292
3867,¿Cual es la marca del codigo 826?,marca,codigo,826
3868,¿Cual es la marca del codigo 21779?,marca,codigo,21779
3869,¿Cual es la marca del codigo 12910?,marca,codigo,12910
3870,¿Cual es la marca del codigo 76344?,marca,codigo,76344
3871,¿Cual es el negocio de la marca patagonia ipa?,negocio,marca,patagonia ipa
3872,¿Cuáles son el negocio del codigo 24376?,negocio,codigo,24376
3873,¿Cual es la marca del codigo 2418?,marca,codigo,2418
3874,¿Cual es la marca del codigo 24031?,marca,codigo,24031
3875,¿Cual es  el stock del codigo 1658?,stock,codigo,1658
3876,¿Cual es la marca del codigo 20672?,marca,codigo,20672
3877,¿Cuáles son el negocio del codigo 16372?,negocio,codigo,16372
3878,¿Cual es la marca del codigo 15237?,marca,codigo,15237
3879,¿Cuáles son  los codigos de la marca quilmes red lager?,codigo,marca,quilmes red lager
3880,¿Cual es  el calibre del codigo 13499?,calibre,codigo,13499
3881,¿Cual es la marca del codigo 16317?,marca,codigo,16317
3882,¿Cual es  el stock del codigo 15094?,stock,codigo,15094
3883,¿Cual es  el calibre del codigo 2079?,calibre,codigo,2079
3884,¿Cual es la marca del codigo 22490?,marca,codigo,22490
3885,¿Cual es  el stock del codigo 5637?,stock,codigo,5637
3886,¿Cuáles son el negocio del codigo 1561?,negocio,codigo,1561
3887,¿Cuáles son el negocio del codigo 20745?,negocio,codigo,20745
3888,¿Cuáles son el negocio del codigo 19111?,negocio,codigo,19111
3889,¿Cual es  el stock del codigo 17932?,stock,codigo,17932
3890,¿Cual es  el calibre del codigo 14639?,calibre,codigo,14639
3891,¿Cual es  el calibre del codigo 17923?,calibre,codigo,17923
3892,¿Cuáles son  los codigos de la marca negra modelo?,codigo,marca,negra modelo
3893,¿Cual es  el stock del codigo 22329?,stock,codigo,22329
3894,¿Cual es  el calibre del codigo 11069?,calibre,codigo,11069
3895,¿Cuáles son el negocio del codigo 874?,negocio,codigo,874
3896,¿Cuáles son el negocio del codigo 15624?,negocio,codigo,15624
3897,¿Cual es  el calibre del codigo 1983?,calibre,codigo,1983
3898,¿Cual es  el stock del codigo 22474?,stock,codigo,22474
3899,¿Cuáles son  los codigos de la marca hanover?,codigo,marca,hanover
3900,¿Cual es la marca del codigo 14624?,marca,codigo,14624
3901,¿Cual es  el calibre del codigo 22321?,calibre,codigo,22321
3902,¿Cual es  el stock del codigo 20433?,stock,codigo,20433
3903,¿Cual es la marca del codigo 742?,marca,codigo,742
3904,¿Cuáles son el negocio del codigo 14744?,negocio,codigo,14744
3905,¿Cual es  el stock del codigo 1411?,stock,codigo,1411
3906,¿Cuáles son el negocio del codigo 76376?,negocio,codigo,76376
3907,¿Cual es  el stock del codigo 16618?,stock,codigo,16618
3908,¿Cual es  el calibre del codigo 18560?,calibre,codigo,18560
3909,¿Cuáles son  los calibres de la marca zillertal?,calibre,marca,zillertal
3910,¿Cuáles son  los codigos del negocio LOW?,codigo,negocio,LOW
3911,¿Cuáles son  los calibres de la marca Campari?,calibre,marca,Campari
3912,¿Cual es la marca del codigo 8521?,marca,codigo,8521
3913,¿Cuáles son el negocio del codigo 19015?,negocio,codigo,19015
3914,¿Cual es  el stock del codigo 82?,stock,codigo,82
3915,¿Cual es la marca del codigo 19492?,marca,codigo,19492
3916,¿Cuáles son el negocio del codigo 2291?,negocio,codigo,2291
3917,¿Cual es la marca del codigo 808?,marca,codigo,808
3918,¿Cuáles son el negocio del codigo 14100?,negocio,codigo,14100
3919,¿Cuáles son el negocio del codigo 6884?,negocio,codigo,6884
3920,¿Cual es  el stock del codigo 2499?,stock,codigo,2499
3921,¿Cual es  el stock del codigo 21856?,stock,codigo,21856
3922,¿Cuáles son el negocio del codigo 16753?,negocio,codigo,16753
3923,¿Cual es  el calibre del codigo 21304?,calibre,codigo,21304
3924,¿Cual es la marca del codigo 5301?,marca,codigo,5301
3925,¿Cuáles son las marcas del calibre 700?,marca,calibre,700
3926,¿Cual es  el stock del codigo 23111?,stock,codigo,23111
3927,¿Cuáles son el negocio del codigo 309?,negocio,codigo,309
3928,¿Cual es  el calibre del codigo 20433?,calibre,codigo,20433
3929,¿Cuáles son el negocio del codigo 23427?,negocio,codigo,23427
3930,¿Cuáles son el negocio del codigo 23319?,negocio,codigo,23319
3931,¿Cual es  el calibre del codigo 7031?,calibre,codigo,7031
3932,¿Cual es  el stock del codigo 18558?,stock,codigo,18558
3933,¿Cuáles son  los calibres de la marca Aperol?,calibre,marca,Aperol
3934,¿Cual es  el calibre del codigo 22607?,calibre,codigo,22607
3935,¿Cual es la marca del codigo 16811?,marca,codigo,16811
3936,¿Cual es  el calibre del codigo 18586?,calibre,codigo,18586
3937,¿Cuáles son el negocio del codigo 133?,negocio,codigo,133
3938,¿Cuáles son el negocio del codigo 7125?,negocio,codigo,7125
3939,¿Cuáles son el negocio del codigo 21917?,negocio,codigo,21917
3940,¿Cual es  el calibre del codigo 1418?,calibre,codigo,1418
3941,¿Cuáles son el negocio del codigo 19266?,negocio,codigo,19266
3942,¿Cual es  el calibre del codigo 20990?,calibre,codigo,20990
3943,¿Cual es  el stock del codigo 19140?,stock,codigo,19140
3944,¿Cual es  el stock del codigo 14190?,stock,codigo,14190
3945,¿Cual es  el stock del codigo 2507?,stock,codigo,2507
3946,¿Cuáles son el negocio del codigo 13224?,negocio,codigo,13224
3947,¿Cual es la marca del codigo 22498?,marca,codigo,22498
3948,¿Cual es  el stock del codigo 13600?,stock,codigo,13600
3949,¿Cual es  el calibre del codigo 14902?,calibre,codigo,14902
3950,¿Cuáles son  los calibres de la marca paso de los toros?,calibre,marca,paso de los toros
3951,¿Cual es la marca del codigo 7175?,marca,codigo,7175
3952,¿Cual es  el stock del codigo 8226?,stock,codigo,8226
3953,¿Cuáles son el negocio del codigo 2418?,negocio,codigo,2418
3954,¿Cual es la marca del codigo 14511?,marca,codigo,14511
3955,¿Cual es  el calibre del codigo 1427?,calibre,codigo,1427
3956,¿Cuáles son el negocio del codigo 19262?,negocio,codigo,19262
3957,¿Cual es la marca del codigo 19109?,marca,codigo,19109
3958,¿Cual es  el stock del codigo 14196?,stock,codigo,14196
3959,¿Cual es  el stock del codigo 2418?,stock,codigo,2418
3960,¿Cual es la marca del codigo 17992?,marca,codigo,17992
3961,¿Cuáles son las marcas del calibre 2250?,marca,calibre,2250
3962,¿Cual es  el calibre del codigo 871?,calibre,codigo,871
3963,¿Cuáles son  los stocks de la marca pinta de la paz?,stock,marca,pinta de la paz
3964,¿Cual es  el calibre del codigo 22532?,calibre,codigo,22532
3965,¿Cuáles son el negocio del codigo 1482?,negocio,codigo,1482
3966,¿Cuáles son el negocio del codigo 21018?,negocio,codigo,21018
3967,¿Cuáles son el negocio del codigo 974?,negocio,codigo,974
3968,¿Cuáles son el negocio del codigo 16225?,negocio,codigo,16225
3969,¿Cuáles son el negocio del calibre 330?,negocio,calibre,330
3970,¿Cual es  el stock del codigo 21293?,stock,codigo,21293
3971,¿Cuáles son el negocio del codigo 16752?,negocio,codigo,16752
3972,¿Cuáles son el negocio del codigo 10971?,negocio,codigo,10971
3973,¿Cual es la marca del codigo 8268?,marca,codigo,8268
3974,¿Cuáles son  los stocks del calibre 330 s/r?,stock,calibre,330 s/r
3975,¿Cual es la marca del codigo 18743?,marca,codigo,18743
3976,¿Cuáles son  los codigos de la marca robino?,codigo,marca,robino
3977,¿Cual es  el stock del codigo 17954?,stock,codigo,17954
3978,¿Cuáles son  los codigos de la marca gordons?,codigo,marca,gordons
3979,¿Cuáles son el negocio del codigo 15234?,negocio,codigo,15234
3980,¿Cual es el negocio de la marca ao miel?,negocio,marca,ao miel
3981,¿Cual es el negocio de la marca Gancia?,negocio,marca,Gancia
3982,¿Cuáles son  los codigos de la marca la virgen?,codigo,marca,la virgen
3983,¿Cual es  el stock del codigo 19532?,stock,codigo,19532
3984,¿Cual es  el stock del codigo 11035?,stock,codigo,11035
3985,¿Cuáles son el negocio del codigo 10580?,negocio,codigo,10580
3986,¿Cuáles son el negocio del calibre 350?,negocio,calibre,350
3987,¿Cuáles son el negocio del codigo 1439?,negocio,codigo,1439
3988,¿Cual es  el calibre del codigo 15095?,calibre,codigo,15095
3989,¿Cual es  el stock del codigo 16400?,stock,codigo,16400
3990,¿Cual es  el stock del codigo 5697?,stock,codigo,5697
3991,¿Cuáles son el negocio del codigo 22994?,negocio,codigo,22994
3992,¿Cual es  el calibre del codigo 7464?,calibre,codigo,7464
3993,¿Cual es  el stock del codigo 873?,stock,codigo,873
3994,¿Cual es  el calibre del codigo 14934?,calibre,codigo,14934
3995,¿Cual es  el calibre del codigo 11755?,calibre,codigo,11755
3996,¿Cuáles son el negocio del codigo 1650?,negocio,codigo,1650
3997,¿Cuáles son  los calibres de la marca andes?,calibre,marca,andes
3998,¿Cual es la marca del codigo 24226?,marca,codigo,24226
3999,¿Cuáles son  los calibres de la marca gordons?,calibre,marca,gordons
4000,¿Cuáles son el negocio del codigo 22172?,negocio,codigo,22172
4001,¿Cuáles son el negocio del codigo 14192?,negocio,codigo,14192
4002,¿Cuáles son el negocio del codigo 22013?,negocio,codigo,22013
4003,¿Cuáles son el negocio del codigo 7464?,negocio,codigo,7464
4004,¿Cuáles son el negocio del codigo 25059?,negocio,codigo,25059
4005,¿Cual es la marca del codigo 14639?,marca,codigo,14639
4006,¿Cual es  el stock del codigo 7480?,stock,codigo,7480
4007,¿Cual es  el calibre del codigo 24342?,calibre,codigo,24342
4008,¿Cual es  el stock del codigo 2110?,stock,codigo,2110
4009,¿Cual es  el stock del codigo 20360?,stock,codigo,20360
4010,¿Cuáles son  los stocks del calibre 330?,stock,calibre,330
4011,¿Cuáles son el negocio del codigo 22334?,negocio,codigo,22334
4012,¿Cuáles son el negocio del codigo 17923?,negocio,codigo,17923
4013,¿Cual es la marca del codigo 7465?,marca,codigo,7465
4014,¿Cual es la marca del codigo 18590?,marca,codigo,18590
4015,¿Cual es la marca del codigo 18360?,marca,codigo,18360
4016,¿Cual es la marca del codigo 14515?,marca,codigo,14515
4017,¿Cual es la marca del codigo 22161?,marca,codigo,22161
4018,¿Cual es la marca del codigo 14191?,marca,codigo,14191
4019,¿Cual es el negocio de la marca corona?,negocio,marca,corona
4020,¿Cuáles son  los stocks del calibre 300?,stock,calibre,300
4021,¿Cuáles son el negocio del codigo 11740?,negocio,codigo,11740
4022,¿Cual es la marca del codigo 17994?,marca,codigo,17994
4023,¿Cual es  el calibre del codigo 19021?,calibre,codigo,19021
4024,¿Cuáles son el negocio del codigo 7190?,negocio,codigo,7190
4025,¿Cual es  el stock del codigo 19727?,stock,codigo,19727
4026,¿Cual es  el calibre del codigo 7650?,calibre,codigo,7650
4027,¿Cual es la marca del codigo 1413?,marca,codigo,1413
4028,¿Cual es  el stock del codigo 17850?,stock,codigo,17850
4029,¿Cual es la marca del codigo 21970?,marca,codigo,21970
4030,¿Cual es la marca del codigo 20995?,marca,codigo,20995
4031,¿Cual es  el stock del codigo 15622?,stock,codigo,15622
4032,¿Cual es la marca del codigo 22495?,marca,codigo,22495
4033,¿Cual es la marca del codigo 1659?,marca,codigo,1659
