,prompts,outputs_tags,tags,values,tags2,values2
4322,¿Cuáles son el negocio del codigo 7468?,negocio,codigo,7468,,
4323,¿Cuáles son  los codigos de la tropicana 1500?,codigo,marca,tropicana,calibre,1500
4324,¿Cuáles son  los stocks de la patagonia kune 1650?,stock,marca,patagonia kune,calibre,1650
4325,¿Cuáles son  los codigos de la patagonia kune 1500?,codigo,marca,patagonia kune,calibre,1500
4326,¿Cual es la marca del codigo 22505?,marca,codigo,22505,,
4327,¿Cuáles son  los calibres de la marca iguana?,calibre,marca,iguana,,
4328,¿Cuáles son  los codigos de la Alquimista 1000  tetra?,codigo,marca,Alquimista,calibre,1000  tetra
4329,¿Cual es  el calibre del codigo 22505?,calibre,codigo,22505,,
4330,¿Cual es el negocio de la marca Vermu?,negocio,marca,Vermu,,
4331,¿Cuáles son  los codigos del calibre 2000 reco?,codigo,calibre,2000 reco,,
4332,¿Cual es la marca del codigo 659?,marca,codigo,659,,
4333,¿Cuáles son  los codigos del negocio NIB?,codigo,negocio,NIB,,
4334,¿Cual es  el stock del codigo 20745?,stock,codigo,20745,,
4335,¿Cuáles son  los stocks de la patagonia weisse 2450?,stock,marca,patagonia weisse,calibre,2450
4336,¿Cual es  el calibre del codigo 22294?,calibre,codigo,22294,,
4337,¿Cuáles son  los stocks de la 7 up 750?,stock,marca,7 up,calibre,750
4338,¿Cual es  el calibre del codigo 21465?,calibre,codigo,21465,,
4339,¿Cual es  el stock del codigo 18560?,stock,codigo,18560,,
4340,¿Cuáles son  los stocks de la 7 up 500?,stock,marca,7 up,calibre,500
4341,¿Cuáles son  los stocks de la patagonia ipa 1500?,stock,marca,patagonia ipa,calibre,1500
4342,¿Cual es  el stock del codigo 18373?,stock,codigo,18373,,
4343,¿Cuáles son el negocio del codigo 18563?,negocio,codigo,18563,,
4344,¿Cuáles son el negocio del codigo 744?,negocio,codigo,744,,
4345,¿Cual es  el calibre del codigo 7658?,calibre,codigo,7658,,
4346,¿Cual es  el stock del codigo 2881?,stock,codigo,2881,,
4347,¿Cual es  el stock del codigo 21681?,stock,codigo,21681,,
4348,¿Cuáles son el negocio del codigo 352?,negocio,codigo,352,,
4349,¿Cual es la marca del codigo 5587?,marca,codigo,5587,,
4350,¿Cuáles son el negocio del codigo 20745?,negocio,codigo,20745,,
4351,¿Cuáles son el negocio del codigo 21680?,negocio,codigo,21680,,
4352,¿Cual es  el calibre del codigo 16753?,calibre,codigo,16753,,
4353,¿Cual es la marca del codigo 2202?,marca,codigo,2202,,
4354,¿Cuáles son el negocio del codigo 2555?,negocio,codigo,2555,,
4355,¿Cuáles son  los stocks de la budweiser 2000 reco?,stock,marca,budweiser,calibre,2000 reco
4356,¿Cual es la marca del codigo 14102?,marca,codigo,14102,,
4357,¿Cuáles son  los stocks de la gatorade 3000?,stock,marca,gatorade,calibre,3000
4358,¿Cuáles son  los codigos de la patagonia bohemian pilsener 355 lata?,codigo,marca,patagonia bohemian pilsener,calibre,355 lata
4359,¿Cuáles son  los codigos de la pepsi 410?,codigo,marca,pepsi,calibre,410
4360,¿Cual es  el calibre del codigo 19026?,calibre,codigo,19026,,
4361,¿Cuáles son las marcas del calibre 300?,marca,calibre,300,,
4362,¿Cual es  el stock del codigo 18593?,stock,codigo,18593,,
4363,¿Cual es la marca del codigo 5405?,marca,codigo,5405,,
4364,¿Cuáles son el negocio del codigo 25059?,negocio,codigo,25059,,
4365,¿Cuáles son  los stocks de la brahma 340?,stock,marca,brahma,calibre,340
4366,¿Cual es  el stock del codigo 14640?,stock,codigo,14640,,
4367,¿Cuáles son el negocio del codigo 814?,negocio,codigo,814,,
4368,¿Cuáles son el negocio del codigo 8082?,negocio,codigo,8082,,
4369,¿Cuáles son  los stocks de la goose island 20 l barril?,stock,marca,goose island,calibre,20 l barril
4370,¿Cuáles son  los calibres de la marca brahma?,calibre,marca,brahma,,
4371,¿Cuáles son  los codigos de la Aperol 30 l?,codigo,marca,Aperol,calibre,30 l
4372,¿Cuáles son el negocio del codigo 8064?,negocio,codigo,8064,,
4373,¿Cual es  el calibre del codigo 19020?,calibre,codigo,19020,,
4374,¿Cuáles son el negocio del codigo 22256?,negocio,codigo,22256,,
4375,¿Cual es  el stock del codigo 19752?,stock,codigo,19752,,
4376,¿Cual es  el stock del codigo 22408?,stock,codigo,22408,,
4377,¿Cual es la marca del codigo 18564?,marca,codigo,18564,,
4378,¿Cuáles son  los codigos de la paso de los toros 355 lata?,codigo,marca,paso de los toros,calibre,355 lata
4379,¿Cuáles son  los stocks de la h2oh 30 l barril?,stock,marca,h2oh,calibre,30 l barril
4380,¿Cuáles son las marcas del calibre 1650?,marca,calibre,1650,,
4381,¿Cuáles son  los stocks de la temple wolf ipa 710?,stock,marca,temple wolf ipa,calibre,710
4382,¿Cual es la marca del codigo 22217?,marca,codigo,22217,,
4383,¿Cual es la marca del codigo 481?,marca,codigo,481,,
4384,¿Cuáles son  los stocks de la andes origen ipa 20 l barril?,stock,marca,andes origen ipa,calibre,20 l barril
4385,¿Cuáles son  los codigos de la marca pat solcitra?,codigo,marca,pat solcitra,,
4386,¿Cual es  el calibre del codigo 19027?,calibre,codigo,19027,,
4387,¿Cual es  el stock del codigo 17517?,stock,codigo,17517,,
4388,¿Cual es  el stock del codigo 17095?,stock,codigo,17095,,
4389,¿Cuáles son el negocio del codigo 974?,negocio,codigo,974,,
4390,¿Cuáles son el negocio del codigo 21919?,negocio,codigo,21919,,
4391,¿Cuáles son el negocio del codigo 19264?,negocio,codigo,19264,,
4392,¿Cual es  el stock del codigo 813?,stock,codigo,813,,
4393,¿Cual es la marca del codigo 22365?,marca,codigo,22365,,
4394,¿Cuáles son  los stocks de la pinta de la paz 473?,stock,marca,pinta de la paz,calibre,473
4395,¿Cual es  el stock del codigo 7115?,stock,codigo,7115,,
4396,¿Cual es  el calibre del codigo 10575?,calibre,codigo,10575,,
4397,¿Cuáles son el negocio del codigo 21810?,negocio,codigo,21810,,
4398,¿Cual es la marca del codigo 11503?,marca,codigo,11503,,
4399,¿Cuáles son el negocio del codigo 15159?,negocio,codigo,15159,,
4400,¿Cual es  el calibre del codigo 16371?,calibre,codigo,16371,,
4401,¿Cuáles son el negocio del codigo 11743?,negocio,codigo,11743,,
4402,¿Cuáles son el negocio del calibre 700?,negocio,calibre,700,,
4403,¿Cual es  el calibre del codigo 22461?,calibre,codigo,22461,,
4404,¿Cual es  el stock del codigo 659?,stock,codigo,659,,
4405,¿Cuáles son  los stocks de la red bull barril 10 l?,stock,marca,red bull,calibre,barril 10 l
4406,¿Cual es la marca del codigo 1461?,marca,codigo,1461,,
4407,¿Cuáles son  los stocks de la brahma 2000 reco?,stock,marca,brahma,calibre,2000 reco
4408,¿Cual es la marca del codigo 21966?,marca,codigo,21966,,
4409,¿Cual es  el stock del codigo 22293?,stock,codigo,22293,,
4410,¿Cual es  el calibre del codigo 21849?,calibre,codigo,21849,,
4411,¿Cuáles son las marcas del calibre 740?,marca,calibre,740,,
4412,¿Cual es  el stock del codigo 22468?,stock,codigo,22468,,
4413,¿Cuáles son  los codigos de la marca andes origen?,codigo,marca,andes origen,,
4414,¿Cual es  el stock del codigo 13498?,stock,codigo,13498,,
4415,¿Cual es  el calibre del codigo 2828?,calibre,codigo,2828,,
4416,¿Cual es la marca del codigo 20807?,marca,codigo,20807,,
4417,¿Cuáles son  los codigos de la norte 3000?,codigo,marca,norte,calibre,3000
4418,¿Cual es  el stock del codigo 16398?,stock,codigo,16398,,
4419,¿Cuáles son el negocio del codigo 11832?,negocio,codigo,11832,,
4420,¿Cual es  el calibre del codigo 10628?,calibre,codigo,10628,,
4421,¿Cuáles son  los stocks de la marca quilmes 0.0%?,stock,marca,quilmes 0.0%,,
4422,¿Cual es  el calibre del codigo 22023?,calibre,codigo,22023,,
4423,¿Cuáles son el negocio del codigo 12113?,negocio,codigo,12113,,
4424,¿Cuáles son el negocio del codigo 1495?,negocio,codigo,1495,,
4425,¿Cual es la marca del codigo 21677?,marca,codigo,21677,,
4426,¿Cuáles son  los stocks de la temple wolf ipa 250?,stock,marca,temple wolf ipa,calibre,250
4427,¿Cual es  el stock del codigo 14625?,stock,codigo,14625,,
4428,¿Cuáles son el negocio del codigo 21681?,negocio,codigo,21681,,
4429,¿Cuáles son  los stocks de la novecento 50 l?,stock,marca,novecento,calibre,50 l
4430,¿Cuáles son  los codigos de la h2oh 740?,codigo,marca,h2oh,calibre,740
4431,¿Cuáles son  los codigos de la marca norte?,codigo,marca,norte,,
4432,¿Cual es  el calibre del codigo 21304?,calibre,codigo,21304,,
4433,¿Cuáles son el negocio del codigo 19336?,negocio,codigo,19336,,
4434,¿Cual es  el stock del codigo 21966?,stock,codigo,21966,,
4435,¿Cuáles son el negocio del codigo 2450?,negocio,codigo,2450,,
4436,¿Cuáles son  los stocks de la quilmes 1890 2250?,stock,marca,quilmes 1890,calibre,2250
4437,¿Cuáles son  los codigos de la stella artois noire 50 l?,codigo,marca,stella artois noire,calibre,50 l
4438,¿Cuáles son  los stocks de la paso de los toros 200?,stock,marca,paso de los toros,calibre,200
4439,¿Cual es  el stock del codigo 22587?,stock,codigo,22587,,
4440,¿Cuáles son  los stocks de la mirinda 995?,stock,marca,mirinda,calibre,995
4441,¿Cuáles son  los codigos de la stella artois noire 350?,codigo,marca,stella artois noire,calibre,350
4442,¿Cual es la marca del codigo 17991?,marca,codigo,17991,,
4443,¿Cual es  el stock del codigo 24343?,stock,codigo,24343,,
4444,¿Cual es la marca del codigo 14941?,marca,codigo,14941,,
4445,¿Cuáles son  los stocks de la gatorade 1500?,stock,marca,gatorade,calibre,1500
4446,¿Cual es  el calibre del codigo 19252?,calibre,codigo,19252,,
4447,¿Cuáles son el negocio del codigo 19279?,negocio,codigo,19279,,
4448,¿Cuáles son  los codigos de la pepsi 200?,codigo,marca,pepsi,calibre,200
4449,¿Cual es  el calibre del codigo 667?,calibre,codigo,667,,
4450,¿Cuáles son  los stocks de la marca stout quilmes?,stock,marca,stout quilmes,,
4451,¿Cual es  el calibre del codigo 874?,calibre,codigo,874,,
4452,¿Cuáles son el negocio del codigo 2377?,negocio,codigo,2377,,
4453,¿Cual es la marca del codigo 8123?,marca,codigo,8123,,
4454,¿Cual es la marca del codigo 745?,marca,codigo,745,,
4455,¿Cual es  el stock del codigo 25135?,stock,codigo,25135,,
4456,¿Cuáles son el negocio del codigo 19524?,negocio,codigo,19524,,
4457,¿Cual es la marca del codigo 15171?,marca,codigo,15171,,
4458,¿Cuáles son  los stocks de la ao miel 750?,stock,marca,ao miel,calibre,750
4459,¿Cuáles son  los codigos de la guarana 2000?,codigo,marca,guarana,calibre,2000
4460,¿Cual es la marca del codigo 22619?,marca,codigo,22619,,
4461,¿Cuáles son  los codigos de la gatorade 330 s/r?,codigo,marca,gatorade,calibre,330 s/r
4462,¿Cual es la marca del codigo 15591?,marca,codigo,15591,,
4463,¿Cuáles son el negocio del codigo 11833?,negocio,codigo,11833,,
4464,¿Cual es la marca del codigo 19538?,marca,codigo,19538,,
4465,¿Cual es el negocio de la marca quilmes red lager?,negocio,marca,quilmes red lager,,
4466,¿Cuáles son  los stocks del calibre 970?,stock,calibre,970,,
4467,¿Cuáles son el negocio del codigo 24071?,negocio,codigo,24071,,
4468,¿Cual es la marca del codigo 7014?,marca,codigo,7014,,
4469,¿Cuáles son  los codigos de la gatorade 2000 reco?,codigo,marca,gatorade,calibre,2000 reco
4470,¿Cual es la marca del codigo 21777?,marca,codigo,21777,,
4471,¿Cuáles son  los codigos de la pepsi 1000?,codigo,marca,pepsi,calibre,1000
4472,¿Cual es el negocio de la marca robino nebiolo?,negocio,marca,robino nebiolo,,
4473,¿Cuáles son  los codigos de la patagonia weisse 10 l?,codigo,marca,patagonia weisse,calibre,10 l
4474,¿Cuáles son  los codigos de la pepsi 1200?,codigo,marca,pepsi,calibre,1200
4475,¿Cual es la marca del codigo 16811?,marca,codigo,16811,,
4476,¿Cuáles son  los stocks de la marca patagonia abrazo oso?,stock,marca,patagonia abrazo oso,,
4477,¿Cual es la marca del codigo 12723?,marca,codigo,12723,,
4478,¿Cual es  el calibre del codigo 7017?,calibre,codigo,7017,,
4479,¿Cuáles son  los codigos de la pepsi 355 botella?,codigo,marca,pepsi,calibre,355 botella
4480,¿Cuáles son  los stocks de la stella artois 269?,stock,marca,stella artois,calibre,269
4481,¿Cuáles son  los stocks de la stella artois noire 2250?,stock,marca,stella artois noire,calibre,2250
4482,¿Cuáles son  los stocks de la quilmes 1890 340?,stock,marca,quilmes 1890,calibre,340
4483,¿Cuáles son el negocio del codigo 22469?,negocio,codigo,22469,,
4484,¿Cuáles son las marcas del calibre 355 lata?,marca,calibre,355 lata,,
4485,¿Cual es  el calibre del codigo 11042?,calibre,codigo,11042,,
4486,¿Cual es  el stock del codigo 21474?,stock,codigo,21474,,
4487,¿Cual es  el calibre del codigo 6578?,calibre,codigo,6578,,
4488,¿Cual es  el stock del codigo 640?,stock,codigo,640,,
4489,¿Cuáles son el negocio del codigo 8085?,negocio,codigo,8085,,
4490,¿Cuáles son el negocio del codigo 22435?,negocio,codigo,22435,,
4491,¿Cuáles son  los codigos de la patagonia hoppy lager 740?,codigo,marca,patagonia hoppy lager,calibre,740
4492,¿Cuáles son el negocio del codigo 16754?,negocio,codigo,16754,,
4493,¿Cual es la marca del codigo 21849?,marca,codigo,21849,,
4494,¿Cuáles son el negocio del codigo 871?,negocio,codigo,871,,
4495,¿Cuáles son  los codigos de la patagonia weisse 1650?,codigo,marca,patagonia weisse,calibre,1650
4496,¿Cuáles son  los stocks de la quilmes 410?,stock,marca,quilmes,calibre,410
4497,¿Cual es  el stock del codigo 19340?,stock,codigo,19340,,
4498,¿Cual es  el stock del codigo 15605?,stock,codigo,15605,,
4499,¿Cual es el negocio de la marca andes origen?,negocio,marca,andes origen,,
4500,¿Cuáles son  los codigos de la patagonia 2250 reco?,codigo,marca,patagonia,calibre,2250 reco
4501,¿Cual es  el calibre del codigo 22969?,calibre,codigo,22969,,
4502,¿Cuáles son las marcas del calibre 355 botella?,marca,calibre,355 botella,,
4503,¿Cual es la marca del codigo 22991?,marca,codigo,22991,,
4504,¿Cual es la marca del codigo 7606?,marca,codigo,7606,,
4505,¿Cual es la marca del codigo 17850?,marca,codigo,17850,,
4506,¿Cuáles son el negocio del codigo 14096?,negocio,codigo,14096,,
4507,¿Cual es  el stock del codigo 20175?,stock,codigo,20175,,
4508,¿Cuáles son  los stocks de la rockstar 2000?,stock,marca,rockstar,calibre,2000
4509,¿Cual es  el calibre del codigo 12158?,calibre,codigo,12158,,
4510,¿Cual es  el stock del codigo 14933?,stock,codigo,14933,,
4511,¿Cuáles son  los stocks de la h2oh 995?,stock,marca,h2oh,calibre,995
4512,¿Cuáles son  los codigos de la bbc 300?,codigo,marca,bbc,calibre,300
4513,¿Cuáles son  los stocks de la budweiser 2450?,stock,marca,budweiser,calibre,2450
4514,¿Cual es  el stock del codigo 1606?,stock,codigo,1606,,
4515,¿Cuáles son  los stocks de la temple honey 340?,stock,marca,temple honey,calibre,340
4516,¿Cual es la marca del codigo 82?,marca,codigo,82,,
4517,¿Cual es  el calibre del codigo 22619?,calibre,codigo,22619,,
4518,¿Cuáles son el negocio del codigo 10810?,negocio,codigo,10810,,
4519,¿Cual es  el calibre del codigo 5411?,calibre,codigo,5411,,
4520,¿Cuáles son  los stocks de la stout quilmes 410?,stock,marca,stout quilmes,calibre,410
4521,¿Cual es la marca del codigo 1658?,marca,codigo,1658,,
4522,¿Cuáles son  los codigos de la brahma 2000 reco?,codigo,marca,brahma,calibre,2000 reco
4523,¿Cual es  el calibre del codigo 19341?,calibre,codigo,19341,,
4524,¿Cual es  el calibre del codigo 15095?,calibre,codigo,15095,,
4525,¿Cual es  el calibre del codigo 15621?,calibre,codigo,15621,,
4526,¿Cuáles son  los codigos de la patagonia ipa 340?,codigo,marca,patagonia ipa,calibre,340
4527,¿Cuáles son  los codigos de la corona 354?,codigo,marca,corona,calibre,354
4528,¿Cuáles son  los codigos del calibre 30 l barril?,codigo,calibre,30 l barril,,
4529,¿Cual es  el calibre del codigo 23271?,calibre,codigo,23271,,
4530,¿Cuáles son  los calibres de la marca iguana summer?,calibre,marca,iguana summer,,
4531,¿Cual es  el stock del codigo 22504?,stock,codigo,22504,,
4532,¿Cual es la marca del codigo 18878?,marca,codigo,18878,,
4533,¿Cual es la marca del codigo 18373?,marca,codigo,18373,,
4534,¿Cuáles son  los codigos de la bock quilmes 330 s/r?,codigo,marca,bock quilmes,calibre,330 s/r
4535,¿Cuáles son  los codigos de la eco de los andes 740?,codigo,marca,eco de los andes,calibre,740
4536,¿Cuáles son el negocio del codigo 2190?,negocio,codigo,2190,,
4537,¿Cual es la marca del codigo 19087?,marca,codigo,19087,,
4538,¿Cual es  el calibre del codigo 133?,calibre,codigo,133,,
4539,¿Cuáles son  los stocks de la dante 1000  tetra?,stock,marca,dante,calibre,1000  tetra
4540,¿Cual es  el calibre del codigo 12202?,calibre,codigo,12202,,
4541,¿Cuáles son  los codigos de la pepsi 740?,codigo,marca,pepsi,calibre,740
4542,¿Cuáles son el negocio del codigo 22437?,negocio,codigo,22437,,
4543,¿Cual es la marca del codigo 22993?,marca,codigo,22993,,
4544,¿Cuáles son  los codigos de la patagonia 355 lata?,codigo,marca,patagonia,calibre,355 lata
4545,¿Cual es  el calibre del codigo 22222?,calibre,codigo,22222,,
4546,¿Cual es la marca del codigo 5250?,marca,codigo,5250,,
4547,¿Cuáles son el negocio del codigo 7698?,negocio,codigo,7698,,
4548,¿Cuáles son  los codigos de la leffe 1200?,codigo,marca,leffe,calibre,1200
4549,¿Cuáles son  los codigos de la 7 up 30 l barril?,codigo,marca,7 up,calibre,30 l barril
4550,¿Cual es  el stock del codigo 19254?,stock,codigo,19254,,
4551,¿Cuáles son  los stocks de la andes origen rubia 473?,stock,marca,andes origen rubia,calibre,473
4552,¿Cuáles son  los codigos de la baltica 2250 reco?,codigo,marca,baltica,calibre,2250 reco
4553,¿Cual es la marca del codigo 22492?,marca,codigo,22492,,
4554,¿Cuáles son  los codigos de la eco de los andes 700?,codigo,marca,eco de los andes,calibre,700
4555,¿Cual es  el stock del codigo 23427?,stock,codigo,23427,,
4556,¿Cual es  el calibre del codigo 22946?,calibre,codigo,22946,,
4557,¿Cual es la marca del codigo 23424?,marca,codigo,23424,,
4558,¿Cual es la marca del codigo 1487?,marca,codigo,1487,,
4559,¿Cual es  el calibre del codigo 11835?,calibre,codigo,11835,,
4560,¿Cual es la marca del codigo 17923?,marca,codigo,17923,,
4561,¿Cual es  el stock del codigo 21922?,stock,codigo,21922,,
4562,¿Cual es la marca del codigo 353?,marca,codigo,353,,
4563,¿Cuáles son  los codigos de la marca patagonia porter?,codigo,marca,patagonia porter,,
4564,¿Cual es la marca del codigo 2284?,marca,codigo,2284,,
4565,¿Cuáles son el negocio del codigo 1650?,negocio,codigo,1650,,
4566,¿Cuáles son el negocio del codigo 24167?,negocio,codigo,24167,,
4567,¿Cual es  el stock del codigo 17483?,stock,codigo,17483,,
4568,¿Cual es  el stock del codigo 8268?,stock,codigo,8268,,
4569,¿Cual es la marca del codigo 813?,marca,codigo,813,,
4570,¿Cual es  el calibre del codigo 7235?,calibre,codigo,7235,,
4571,¿Cuáles son  los stocks de la andes 210?,stock,marca,andes,calibre,210
4572,¿Cual es  el calibre del codigo 10703?,calibre,codigo,10703,,
4573,¿Cual es  el calibre del codigo 22383?,calibre,codigo,22383,,
4574,¿Cual es  el stock del codigo 13500?,stock,codigo,13500,,
4575,¿Cuáles son  los stocks de la paso de los toros 410?,stock,marca,paso de los toros,calibre,410
4576,¿Cuáles son  los stocks de la budweiser 330 s/r?,stock,marca,budweiser,calibre,330 s/r
4577,¿Cuáles son el negocio del codigo 2834?,negocio,codigo,2834,,
4578,¿Cual es la marca del codigo 7150?,marca,codigo,7150,,
4579,¿Cual es la marca del codigo 641?,marca,codigo,641,,
4580,¿Cuáles son  los codigos de la quilmes 350?,codigo,marca,quilmes,calibre,350
4581,¿Cual es  el stock del codigo 11740?,stock,codigo,11740,,
4582,¿Cual es  el calibre del codigo 2438?,calibre,codigo,2438,,
4583,¿Cual es  el calibre del codigo 24226?,calibre,codigo,24226,,
4584,¿Cual es la marca del codigo 20634?,marca,codigo,20634,,
4585,¿Cual es  el calibre del codigo 22649?,calibre,codigo,22649,,
4586,¿Cuáles son  los codigos de la patagonia kune 1200?,codigo,marca,patagonia kune,calibre,1200
4587,¿Cual es  el calibre del codigo 19725?,calibre,codigo,19725,,
4588,¿Cuáles son el negocio del codigo 12202?,negocio,codigo,12202,,
4589,¿Cuáles son  los stocks de la patagonia bohemian pilsener 200?,stock,marca,patagonia bohemian pilsener,calibre,200
4590,¿Cuáles son el negocio del codigo 21507?,negocio,codigo,21507,,
4591,¿Cual es  el calibre del codigo 8521?,calibre,codigo,8521,,
4592,¿Cuáles son el negocio del codigo 7038?,negocio,codigo,7038,,
4593,¿Cuáles son el negocio del codigo 1062?,negocio,codigo,1062,,
4594,¿Cuáles son el negocio del codigo 22054?,negocio,codigo,22054,,
4595,¿Cual es  el calibre del codigo 21561?,calibre,codigo,21561,,
4596,¿Cuáles son  los codigos de la paso de los toros 2250 reco?,codigo,marca,paso de los toros,calibre,2250 reco
4597,¿Cuáles son  los stocks de la patagonia amber lager 3000?,stock,marca,patagonia amber lager,calibre,3000
4598,¿Cuáles son el negocio del codigo 22336?,negocio,codigo,22336,,
4599,¿Cuáles son el negocio del codigo 23267?,negocio,codigo,23267,,
4600,¿Cuáles son  los stocks de la michelob ultra 269?,stock,marca,michelob ultra,calibre,269
4601,¿Cual es  el calibre del codigo 2507?,calibre,codigo,2507,,
4602,¿Cual es  el calibre del codigo 7177?,calibre,codigo,7177,,
4603,¿Cual es  el stock del codigo 13950?,stock,codigo,13950,,
4604,¿Cual es  el calibre del codigo 871?,calibre,codigo,871,,
4605,¿Cuáles son  los codigos de la dante 250?,codigo,marca,dante,calibre,250
4606,¿Cuáles son  los stocks de la patagonia hoppy lager 1200?,stock,marca,patagonia hoppy lager,calibre,1200
4607,¿Cuáles son  los stocks del negocio CORE?,stock,negocio,CORE,,
4608,¿Cuáles son  los codigos de la patagonia ipa 30 l?,codigo,marca,patagonia ipa,calibre,30 l
4609,¿Cual es  el calibre del codigo 21967?,calibre,codigo,21967,,
4610,¿Cuáles son  los codigos de la mirinda 355 lata?,codigo,marca,mirinda,calibre,355 lata
4611,¿Cual es la marca del codigo 11858?,marca,codigo,11858,,
4612,¿Cuáles son  los codigos de la quilmes barril 10 l?,codigo,marca,quilmes,calibre,barril 10 l
4613,¿Cuáles son el negocio del codigo 19193?,negocio,codigo,19193,,
4614,¿Cual es  el calibre del codigo 7110?,calibre,codigo,7110,,
4615,¿Cual es  el calibre del codigo 24071?,calibre,codigo,24071,,
4616,¿Cual es la marca del codigo 14996?,marca,codigo,14996,,
4617,¿Cual es la marca del codigo 19020?,marca,codigo,19020,,
4618,¿Cual es la marca del codigo 22992?,marca,codigo,22992,,
4619,¿Cuáles son  los stocks de la andes origen 330 s/r?,stock,marca,andes origen,calibre,330 s/r
4620,¿Cuáles son  los calibres de la marca quilmes?,calibre,marca,quilmes,,
4621,¿Cuáles son  los codigos de la brahma 500?,codigo,marca,brahma,calibre,500
4622,¿Cual es la marca del codigo 2121?,marca,codigo,2121,,
4623,¿Cual es  el calibre del codigo 2201?,calibre,codigo,2201,,
4624,¿Cual es la marca del codigo 22185?,marca,codigo,22185,,
4625,¿Cual es  el stock del codigo 16292?,stock,codigo,16292,,
4626,¿Cuáles son  los stocks de la red bull 1000  tetra?,stock,marca,red bull,calibre,1000  tetra
4627,¿Cuáles son  los codigos de la glaciar 355 lata?,codigo,marca,glaciar,calibre,355 lata
4628,¿Cual es  el stock del codigo 7658?,stock,codigo,7658,,
4629,¿Cual es  el stock del codigo 7476?,stock,codigo,7476,,
4630,¿Cuáles son  los codigos de la nestle pureza vital 269?,codigo,marca,nestle pureza vital,calibre,269
4631,¿Cual es la marca del codigo 15622?,marca,codigo,15622,,
4632,¿Cuáles son  los stocks de la marca quilmes bajo cero?,stock,marca,quilmes bajo cero,,
4633,¿Cual es  el calibre del codigo 24168?,calibre,codigo,24168,,
4634,¿Cual es  el calibre del codigo 16767?,calibre,codigo,16767,,
4635,¿Cual es  el calibre del codigo 12200?,calibre,codigo,12200,,
4636,¿Cual es  el stock del codigo 11069?,stock,codigo,11069,,
4637,¿Cuáles son  los codigos de la andes origen rubia 30 l?,codigo,marca,andes origen rubia,calibre,30 l
4638,¿Cuáles son  los codigos de la andes origen rubia 354?,codigo,marca,andes origen rubia,calibre,354
4639,¿Cuáles son  los stocks de la patagonia abrazo oso barril 10 l?,stock,marca,patagonia abrazo oso,calibre,barril 10 l
4640,¿Cuáles son el negocio del codigo 473?,negocio,codigo,473,,
4641,¿Cuáles son  los stocks de la andes origen negra 1000  tetra?,stock,marca,andes origen negra,calibre,1000  tetra
4642,¿Cual es  el stock del codigo 14637?,stock,codigo,14637,,
4643,¿Cual es  el calibre del codigo 21018?,calibre,codigo,21018,,
4644,¿Cuáles son  los stocks de la awafrut 500?,stock,marca,awafrut,calibre,500
4645,¿Cuáles son  los stocks del calibre 50 l?,stock,calibre,50 l,,
4646,¿Cual es  el stock del codigo 18563?,stock,codigo,18563,,
4647,¿Cual es  el calibre del codigo 21902?,calibre,codigo,21902,,
4648,¿Cual es la marca del codigo 23218?,marca,codigo,23218,,
4649,¿Cuáles son  los stocks de la temple scotish 200?,stock,marca,temple scotish,calibre,200
4650,¿Cual es  el stock del codigo 17922?,stock,codigo,17922,,
4651,¿Cuáles son el negocio del codigo 20809?,negocio,codigo,20809,,
4652,¿Cuáles son  los codigos de la marca eco de los andes?,codigo,marca,eco de los andes,,
4653,¿Cuáles son  los stocks del calibre 995?,stock,calibre,995,,
4654,¿Cuáles son  los stocks del calibre 750?,stock,calibre,750,,
4655,¿Cuáles son  los codigos de la h2oh 355 lata?,codigo,marca,h2oh,calibre,355 lata
4656,¿Cual es  el stock del codigo 5697?,stock,codigo,5697,,
4657,¿Cuáles son  los stocks de la quilmes 2250 reco?,stock,marca,quilmes,calibre,2250 reco
4658,¿Cual es  el stock del codigo 10575?,stock,codigo,10575,,
4659,¿Cual es  el stock del codigo 737?,stock,codigo,737,,
4660,¿Cual es la marca del codigo 2900?,marca,codigo,2900,,
4661,¿Cuáles son el negocio del codigo 22503?,negocio,codigo,22503,,
4662,¿Cual es  el calibre del codigo 209?,calibre,codigo,209,,
4663,¿Cuáles son  los stocks de la gatorade 750?,stock,marca,gatorade,calibre,750
4664,¿Cual es la marca del codigo 24685?,marca,codigo,24685,,
4665,¿Cuáles son  los stocks de la brahma barril 10 l?,stock,marca,brahma,calibre,barril 10 l
4666,¿Cuáles son el negocio del codigo 824?,negocio,codigo,824,,
4667,¿Cual es  el calibre del codigo 14637?,calibre,codigo,14637,,
4668,¿Cual es la marca del codigo 20746?,marca,codigo,20746,,
4669,¿Cual es  el calibre del codigo 18592?,calibre,codigo,18592,,
4670,¿Cual es  el stock del codigo 11744?,stock,codigo,11744,,
4671,¿Cuáles son  los stocks de la pepsi 50 l?,stock,marca,pepsi,calibre,50 l
4672,¿Cual es  el calibre del codigo 18281?,calibre,codigo,18281,,
4673,¿Cual es  el calibre del codigo 14996?,calibre,codigo,14996,,
4674,¿Cuáles son el negocio del codigo 18438?,negocio,codigo,18438,,
4675,¿Cual es  el calibre del codigo 7182?,calibre,codigo,7182,,
4676,¿Cual es la marca del codigo 22222?,marca,codigo,22222,,
4677,¿Cual es la marca del codigo 11042?,marca,codigo,11042,,
4678,¿Cual es la marca del codigo 22330?,marca,codigo,22330,,
